bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,price
2,2,1850,2530,2.5,0,4,7,1850,0,495000
4,3,3370,5000,2,0,3,9,3370,0,825000
4,2,2730,7506,2,0,4,8,2730,0,435000
3,2,1300,7800,1,0,5,7,1300,0,445950
5,3,3040,10257,2,0,3,10,3040,0,960000
4,3,2440,3600,1.5,0,5,8,1480,960,780000
3,2,1720,9000,1,0,4,8,1320,400,274500
5,3,3230,5167,1.5,0,4,8,2000,1230,729953
3,2,1200,890,2,0,3,8,1030,170,464950
4,2,2350,18800,1,0,3,8,2350,0,620000
4,4,3100,5600,2,0,3,9,3100,0,735000
4,2,2040,9565,1,0,3,8,1400,640,450000
4,1,2000,4676,1.5,0,3,7,1250,750,450000
4,3,2160,5298,2.5,0,4,9,2160,0,842500
3,2,1970,79714,1,0,3,7,1070,900,360000
3,3,2270,100545,2,0,3,8,2270,0,585000
3,2,1850,7923,1,0,4,7,1150,700,461000
2,1,1350,4494,1,0,3,7,920,430,345000
3,3,3280,10302,1,0,3,10,1680,1600,1075000
4,3,2270,8391,2,0,3,8,2270,0,643000
4,3,2820,8307,2,0,3,9,2820,0,690000
4,1,1200,11111,1.5,0,3,7,1200,0,282000
3,2,2000,6130,1,0,4,8,1120,880,549000
3,2,2310,6000,2,0,4,9,1560,750,815000
5,4,4640,22703,2,1,5,8,2860,1780,2200000
3,2,2330,11424,2,0,4,8,2330,0,700000
3,3,3940,10360,2,0,3,9,3110,830,933399
3,1,1440,11250,1,0,3,7,1440,0,290000
4,2,1960,9300,1,0,5,7,1340,620,372000
2,2,1250,2890,1,0,4,7,790,460,450000
3,3,1981,5700,2,0,3,8,1981,0,303700
4,3,2440,10049,2,0,4,9,2440,0,672000
4,2,1150,9360,1.5,0,3,6,1150,0,334000
2,1,1120,5650,1,0,3,6,1120,0,260000
3,2,1800,5700,1,0,4,8,1000,800,749950
4,2,2380,122038,2,0,4,8,2380,0,330000
5,3,2920,2808,2,0,3,8,2140,780,830000
3,2,2790,13791,1,0,3,8,2790,0,1131000
3,1,1560,7552,1,0,4,6,910,650,320000
2,1,1550,15250,1.5,0,5,7,1550,0,260000
3,2,1700,11475,1,0,5,6,970,730,225000
1,1,640,6350,1,0,3,5,640,0,279200
4,4,2680,10000,2,0,3,8,2040,640,520000
3,3,1860,8060,2,0,4,8,1860,0,505000
3,2,1490,8366,1,0,4,7,1010,480,234000
4,3,2470,5044,2,0,3,9,2470,0,503000
4,2,2390,8858,1,0,4,8,1740,650,606000
3,1,1230,6000,1,0,4,7,780,450,433500
3,2,2840,10182,1,0,3,8,1510,1330,250000
3,3,2120,9307,2,0,4,9,2120,0,719000
3,2,1770,14400,1,0,4,8,1770,0,381000
3,3,2495,4400,2,0,3,8,2495,0,267000
1,1,1170,14149,1,0,5,7,880,290,275000
4,3,2740,7140,2,0,3,8,2740,0,651000
2,1,1050,5671,1,0,3,7,850,200,439000
2,1,1130,5070,1,0,4,7,1130,0,325000
2,1,880,6380,1,0,3,7,880,0,490000
4,3,2403,6172,2,0,3,9,2403,0,519900
4,3,3410,35040,2,0,3,9,3410,0,545000
4,4,5320,20041,2,0,3,11,5320,0,1062500
4,2,1900,8250,1,0,4,7,950,950,542000
4,2,1810,21650,2,0,4,7,1810,0,465000
2,2,1200,3900,1,0,3,8,1200,0,408000
4,3,2060,5950,2,0,3,8,2060,0,292000
3,2,1250,10122,1,0,3,7,1250,0,253000
2,1,910,4662,1,0,5,6,910,0,280000
3,2,2560,41346,2,0,3,10,2560,0,658588
4,2,1920,8910,1,0,4,8,1200,720,635000
4,2,2240,8300,2,0,3,8,2240,0,439000
3,3,1260,3855,2,0,3,8,1260,0,300000
3,2,1360,13496,1,0,4,8,1360,0,345000
4,2,2100,8050,2,0,3,8,2100,0,283500
2,1,2110,4920,1.5,0,3,7,1460,650,425000
3,2,2210,8955,1,0,3,8,1560,650,685000
3,3,2360,12987,2,0,3,8,2360,0,750000
4,2,1280,8000,1,0,3,6,1280,0,245000
6,4,2740,6924,1,0,3,7,1640,1100,585444
4,3,2740,7571,2,0,3,9,2740,0,706000
4,2,2630,9099,1.5,0,3,7,1830,800,445000
3,2,1650,6000,1,0,3,7,1650,0,241000
2,3,1770,7155,2,1,3,8,1770,0,1175000
3,1,1500,5750,1.5,0,4,7,1050,450,530000
3,2,1430,12199,1,0,3,7,1130,300,350000
4,4,3190,17186,2,1,3,10,3190,0,1700000
3,1,1280,9630,1,0,3,7,1280,0,389000
4,3,2390,6820,2,0,4,7,2140,250,799000
4,3,4040,9630,1,0,4,9,2020,2020,1400000
2,1,920,8612,1,0,5,7,920,0,340895
4,3,2730,10281,2,0,3,9,2730,0,780000
2,2,1320,73600,1,0,3,7,1320,0,350000
3,3,2620,4874,2,0,3,7,2620,0,470000
4,3,3180,80837,2,0,3,11,3180,0,914600
4,3,2900,4762,2,0,3,8,2900,0,354000
5,2,1900,6000,1.5,0,4,6,1900,0,470000
3,2,1760,5400,1,0,5,7,1160,600,715000
2,1,760,4000,1,0,4,6,760,0,265000
4,3,3710,20000,2,0,5,10,2760,950,2537000
3,1,1530,4944,1,0,3,7,1530,0,640000
4,2,1990,18900,2,0,4,7,1870,120,290000
5,5,3830,35000,1,0,3,8,2130,1700,480000
3,2,2040,5600,1,0,5,7,1120,920,535000
3,2,2170,12220,1,0,5,8,2170,0,907000
3,2,1620,7330,1,0,4,7,1090,530,459000
3,3,3600,21399,1,0,3,9,2310,1290,1355000
3,2,1470,11599,1,0,3,7,1070,400,264950
3,1,1760,3000,1.5,0,1,6,1760,0,352950
3,2,2230,13100,1,0,4,8,1510,720,491500
4,4,3770,37034,2,0,3,10,2830,940,1229000
3,1,1200,9194,1,0,4,7,1200,0,369500
3,3,2090,6294,2,0,3,9,2090,0,566000
3,2,1500,7308,1,0,4,7,1210,290,290000
5,5,8000,23985,2,0,3,12,6720,1280,5350000
3,1,870,5330,1,0,3,6,870,0,180000
2,1,1010,6000,1,0,4,6,1010,0,215000
2,1,1010,6000,1,0,4,6,1010,0,302000
3,2,1860,7881,1,0,3,7,1160,700,352500
4,2,1330,5926,1,0,4,5,1330,0,235867
3,2,1760,11946,2,0,3,8,1760,0,500000
3,2,1800,4500,2,0,3,7,1800,0,382000
5,3,1690,2402,1.5,0,3,7,990,700,515000
1,1,660,2600,1,0,3,6,660,0,250000
3,2,2400,5300,1.5,0,4,7,1250,1150,672500
3,2,3020,13031,2,0,3,9,3020,0,755000
3,1,1500,2555,2,0,3,7,1500,0,707500
4,2,1560,3840,1,0,4,6,960,600,459000
3,1,1090,10620,1.5,0,3,7,1090,0,140000
2,1,970,4284,1,0,3,7,970,0,495000
3,3,3190,5283,2,0,3,9,3190,0,757000
3,3,3190,5283,2,0,3,9,3190,0,765000
4,2,1890,6052,1,0,4,7,1890,0,359000
3,1,1050,7500,1,0,3,6,1050,0,440000
4,2,1390,7200,1,0,3,7,1140,250,400000
3,2,1700,4080,1,0,4,7,850,850,652000
3,2,1050,5850,1,0,3,7,1050,0,260000
5,3,3340,10796,1,0,3,9,2120,1220,1328000
4,2,1540,17859,1,0,3,6,1540,0,519500
3,1,1710,5992,1.5,0,4,7,1560,150,650000
4,2,2100,8075,2,0,3,8,2100,0,280000
4,2,1730,7980,1,0,4,8,1730,0,515000
3,2,1500,2692,2,0,3,7,1500,0,400000
3,3,2380,5017,2,0,3,9,2380,0,652100
6,3,2180,7956,2,0,3,7,2180,0,235000
4,2,1840,10080,2,0,3,8,1840,0,701000
4,3,2341,9594,2,0,3,9,2341,0,640000
3,3,1690,4584,2,0,3,7,1690,0,455800
3,3,2490,21937,2,0,3,8,2490,0,504750
3,3,2440,15540,2,0,3,9,2440,0,483000
3,1,920,20412,1,1,5,6,920,0,530000
2,1,1030,8786,1,0,3,6,1030,0,250000
5,3,2000,5885,1,0,3,7,1260,740,229950
4,4,4210,9414,2,0,3,9,4210,0,884744
3,2,1610,9964,1,0,3,7,1080,530,514000
3,2,1910,35015,1,0,4,8,1430,480,532000
4,3,2660,5539,2,0,3,8,2660,0,423000
2,1,820,4025,1,0,5,6,820,0,420000
3,2,1730,18250,1,0,3,8,1730,0,521000
4,2,2360,7490,2,0,3,8,2360,0,577000
3,1,970,8040,1,0,3,7,970,0,425000
4,3,2460,4862,2,0,3,8,2460,0,495000
3,3,2690,8577,2,0,3,9,2690,0,340000
3,4,1820,1991,2,0,3,8,1430,390,499950
4,3,3470,4750,2,0,3,9,2370,1100,1218000
4,3,3370,7634,1,0,5,8,2110,1260,720000
3,2,1700,8247,1,0,3,7,1010,690,249000
3,1,1340,11070,1,0,4,7,1340,0,206135
5,3,2000,9276,2,0,4,7,2000,0,300000
6,3,3840,14040,1.5,0,3,8,2460,1380,612000
5,3,3890,27311,2,0,3,10,3890,0,1102030
4,2,1220,9100,1.5,0,4,7,1220,0,230000
3,1,2280,4600,1,0,3,8,1250,1030,850000
4,3,2770,7000,1,0,4,7,1940,830,355000
4,3,2520,7253,2,0,3,9,2520,0,442000
4,3,3060,5000,2,0,3,8,3060,0,399000
4,3,2390,7115,2,0,3,9,2390,0,360000
3,2,1320,7725,1,0,3,8,1320,0,390000
5,3,2900,8711,1,0,3,8,1650,1250,413000
2,1,700,9500,1,0,3,6,700,0,190000
3,3,2210,9226,2,0,3,8,2210,0,432900
3,2,2180,7741,2,0,3,9,2180,0,621138
3,2,2080,4252,1.5,0,3,7,1550,530,270000
4,2,2090,35040,1,0,3,8,1490,600,610000
3,2,1720,5525,1,0,5,7,960,760,500000
4,2,2460,40635,1,0,5,8,2460,0,715000
3,2,1470,14821,1,0,4,7,1470,0,264000
3,2,1650,3200,1.5,0,3,8,1650,0,550000
3,2,1690,9087,1,0,3,8,1690,0,337000
3,1,970,8710,1,0,4,6,970,0,170000
4,3,2030,9095,1,0,4,7,1130,900,405000
4,3,2540,28563,1,0,3,10,2540,0,775000
3,2,1570,7475,1,0,4,7,1200,370,425000
5,3,2580,9242,2,0,4,8,1720,860,713000
5,3,2090,8712,1,0,3,8,1420,670,555000
4,3,3260,5608,2,0,3,9,3260,0,810000
4,4,3830,41263,2,0,4,11,3830,0,1250000
3,4,2130,6150,2,0,5,8,1530,600,819000
3,3,1690,1200,2,0,3,8,1410,280,409900
2,3,1780,2067,2,0,5,9,1780,0,935000
4,2,1620,7560,1,0,4,7,1380,240,657500
6,4,4210,6105,2,0,3,9,3280,930,900000
5,3,2980,7095,2.5,0,3,9,2980,0,932800
3,2,1490,9000,1,0,4,8,1490,0,391000
4,3,2110,9825,2,0,3,8,2110,0,420000
6,4,6563,32670,2,0,3,10,5153,1410,1300000
3,2,1510,16800,1,0,5,8,1510,0,415000
3,2,1830,9425,1,0,3,8,1590,240,350000
2,1,1230,1820,2,0,4,7,830,400,375000
3,2,2180,14135,1,0,5,8,1300,880,860000
4,2,2220,8872,1,0,4,8,1110,1110,495000
4,2,1730,8400,1,0,3,7,1730,0,250000
4,2,1990,21312,1,0,4,8,1990,0,365000
3,3,1540,6760,1,0,5,7,1210,330,503000
2,1,1100,7200,1,0,4,6,1100,0,150000
4,2,1640,1480,1,0,4,7,820,820,450000
4,3,2590,7213,2,0,3,8,2590,0,355000
3,2,1450,9333,2,0,4,7,1450,0,245000
3,2,1180,7793,1,0,4,7,1180,0,265900
4,3,1820,7575,1,0,3,7,1220,600,299000
4,2,2360,11523,2,0,4,10,2360,0,957500
3,1,1120,7250,1,0,4,7,1120,0,343000
3,2,1646,7364,2,0,3,7,1646,0,307500
5,4,4210,14599,2,0,3,10,4210,0,937500
3,3,2480,45302,1,0,4,8,1620,860,610000
3,2,1590,7080,1,0,3,8,1310,280,720000
4,2,2130,2620,1.5,0,5,7,1650,480,610000
3,2,1650,7965,1,0,4,7,1650,0,434500
2,3,3090,47044,1,0,4,10,2250,840,602500
4,3,2180,4000,2,0,3,8,1700,480,607010
3,1,1800,5750,1,0,3,7,1040,760,610000
4,3,3720,35000,2,0,3,10,3720,0,828500
3,1,1100,8560,1,0,3,6,1100,0,199990
3,2,1530,9362,1,0,3,7,1530,0,294000
4,3,3010,6100,2,0,3,9,3010,0,789500
3,4,3500,9473,2,0,3,10,3500,0,797000
5,3,3100,5250,2,0,3,7,3100,0,539950
4,2,2000,6778,1,0,4,7,1170,830,284950
4,2,2290,10372,1,0,3,7,1510,780,776500
4,3,2400,10070,1,0,3,7,1510,890,525000
3,3,1850,4957,2,0,3,8,1850,0,303000
3,3,3680,7650,2,0,3,9,2340,1340,722080
3,1,1060,7473,1,0,3,7,1060,0,140000
3,1,1060,7473,1,0,3,7,1060,0,235000
3,1,1610,5500,1.5,0,3,7,1610,0,440000
3,2,2330,6000,1.5,0,4,7,1630,700,605000
2,1,1210,4800,1,0,3,8,1060,150,380000
4,1,1530,8890,1,0,3,7,980,550,352000
4,2,2270,12000,1,0,4,7,1360,910,420000
4,2,2590,7220,2,0,4,10,2590,0,1175000
3,2,1850,10572,1,0,4,8,1850,0,1375000
3,2,1500,14750,1.5,0,4,6,1500,0,300000
4,3,4740,49091,2,0,3,11,4740,0,1150000
2,2,1710,4189,1,0,5,7,1160,550,453500
3,2,1920,7598,1,0,4,8,1920,0,443500
2,1,1150,8138,1,0,3,7,1150,0,332000
3,3,2320,4721,2,0,3,8,2320,0,655000
4,1,1420,6000,1.5,0,3,7,1420,0,475000
3,2,1550,12956,1,0,3,7,1210,340,372500
4,3,2920,7200,1,0,3,8,1470,1450,1050000
3,2,1620,4200,1,0,5,7,830,790,500000
6,3,2300,24773,1.5,0,4,9,2300,0,900000
3,1,1070,7140,1,0,3,7,1070,0,327500
3,2,1790,7123,1,0,3,7,1790,0,390000
2,2,1510,1962,2,0,4,8,1510,0,451101
4,1,1340,5800,1.5,0,3,7,1340,0,455000
4,3,3350,46748,2,0,3,10,3350,0,650000
3,3,2500,7746,2,0,4,10,1910,590,895000
4,2,2350,10664,1,0,2,7,1510,840,800000
4,2,2550,12918,2,0,3,9,2550,0,703770
3,2,1320,10454,1,0,4,7,1320,0,249950
2,2,1270,3881,1,0,4,6,610,660,512000
5,3,3480,74052,1,0,4,8,1980,1500,780000
3,2,2820,11625,2,0,3,8,2820,0,336000
3,2,2110,6900,1.5,0,5,6,1220,890,285000
3,2,1100,7224,1,0,3,7,1100,0,229900
4,3,1920,4000,1.5,0,4,8,1540,380,667500
4,3,1890,12236,1,0,3,7,1230,660,378000
3,3,2530,43733,2,0,3,8,1530,1000,454000
4,3,2550,4630,2,0,3,7,2550,0,537500
3,1,1550,4160,1.5,0,4,6,1550,0,425000
3,2,1760,6600,1,0,3,7,1760,0,290000
3,2,1270,3600,1,0,3,7,1270,0,349500
3,3,1250,1655,2,0,3,7,830,420,370000
3,2,1620,8438,1,0,4,8,1620,0,549500
2,1,710,6322,1,0,3,6,710,0,245000
3,2,1070,7200,1,0,3,7,1070,0,208000
4,2,2320,8760,1,0,4,8,1160,1160,248000
4,3,5450,37058,1.5,0,5,9,5450,0,610000
4,3,1670,5116,2,0,3,8,1670,0,550000
3,3,3010,206910,2,0,3,10,3010,0,750000
2,2,1340,7380,1,0,3,6,1340,0,192000
2,1,790,4000,1,0,3,7,790,0,169317
4,4,3400,3850,2.5,0,3,10,2790,610,1198000
2,1,1530,6350,1.5,0,4,7,1530,0,880000
1,1,930,7129,1,0,3,6,930,0,210000
3,2,1540,9800,1,0,3,7,1010,530,180500
4,2,1990,29078,2,0,3,9,1990,0,540000
3,2,2300,35722,1,0,3,9,2300,0,520000
3,2,1220,6000,1,0,3,7,1220,0,177500
3,2,2380,5650,1,0,4,8,1190,1190,415000
4,3,2020,7200,1,0,5,7,1010,1010,495000
3,2,1890,9646,1,0,3,8,1890,0,325000
2,2,1330,4903,1,0,3,7,1330,0,440000
3,2,1490,9844,1,0,4,7,1190,300,411000
5,4,3550,9600,2,0,3,9,2550,1000,810000
5,2,2040,8996,1,0,4,7,1020,1020,561750
4,3,2380,12573,1,0,4,9,2380,0,835100
3,2,1780,9969,1,0,3,8,1450,330,450000
3,3,1650,2807,2,0,3,7,1650,0,238000
3,1,1510,142803,1,0,3,7,1510,0,299000
2,1,1100,6240,1,0,4,7,1100,0,570000
3,2,2190,12626,2,0,4,8,2190,0,340000
2,2,1760,2275,1.5,0,3,6,1040,720,450000
4,2,1800,8786,1,0,3,7,1330,470,272750
4,2,2000,6380,2,0,4,6,1860,140,520000
3,1,990,10723,1,0,5,7,990,0,284950
2,2,1480,9660,1,0,3,7,1480,0,255000
2,1,1200,9488,1,0,5,7,1200,0,231500
1,2,3000,204732,2.5,0,3,8,3000,0,415000
4,3,3504,6000,2,0,3,7,3504,0,330000
3,2,1300,12240,1,0,3,7,1300,0,365000
4,2,1330,9188,1.5,0,3,7,1330,0,425000
4,2,1850,6480,1,0,4,7,1120,730,400000
4,3,2240,9701,2,0,3,9,2240,0,335000
3,3,1260,1251,2,0,3,7,1040,220,342000
8,5,2800,2580,2,0,3,8,1880,920,490000
4,2,1820,14319,1,0,4,7,1820,0,331500
3,3,1730,4102,3,1,3,8,1730,0,960000
4,3,3350,35298,2,0,4,9,3350,0,720500
3,3,3370,6550,2,0,4,8,2840,530,830000
3,2,1240,3600,1.5,0,5,7,1240,0,662990
4,2,2340,10507,1.5,0,4,6,2340,0,220000
5,2,1880,4179,1,0,3,7,940,940,349950
3,2,1810,2159,1,0,3,7,1010,800,550000
3,2,2340,5668,1,0,4,6,1200,1140,396000
4,2,2820,4000,2,0,3,7,2820,0,635000
3,1,1020,7650,1,0,3,7,1020,0,293000
3,2,2090,10120,1,0,4,7,1290,800,339000
4,2,1830,8734,2,0,4,7,1830,0,285000
6,3,2980,5000,1.5,0,3,7,2480,500,775000
4,2,1600,9289,1,0,4,7,1600,0,224000
4,4,4440,8125,2,0,5,10,3140,1300,2250000
3,1,1200,8514,1,0,3,7,1200,0,165050
3,1,1230,4500,1.5,0,4,7,1230,0,275000
5,3,2930,5500,1,0,3,7,1750,1180,445000
3,2,2370,38639,1,0,3,8,1930,440,510000
4,3,3040,7000,2,0,3,9,3040,0,1230000
3,2,1610,13500,1,0,3,7,1060,550,390000
3,2,2350,10450,1,0,3,8,1390,960,460000
3,2,2000,14733,1,0,4,8,2000,0,700000
4,4,3530,14406,2,0,3,10,2570,960,874150
3,2,2220,9800,2,0,3,8,2220,0,470000
3,2,2000,9416,1,0,4,6,2000,0,374000
2,2,1210,131115,1.5,0,5,7,1210,0,510000
2,3,1140,1181,3,0,3,8,1140,0,467000
4,3,2440,28405,2,0,3,8,2440,0,576000
3,2,1560,7352,1,0,3,6,1560,0,196440
4,3,3210,18901,2,0,3,10,3210,0,825000
2,1,930,2600,1,0,3,7,930,0,281000
3,3,1782,1577,3,0,3,7,1782,0,326000
3,2,1740,46580,1,0,4,7,1740,0,340000
5,2,3690,36036,1,0,3,9,1890,1800,440000
4,3,2930,18199,2,0,3,9,2930,0,749000
4,1,1230,8316,1.5,0,3,7,1230,0,340000
3,2,2000,7000,2,0,3,7,2000,0,561000
3,2,1520,7930,1,0,3,7,1160,360,270000
2,1,1040,3600,1,0,4,7,1040,0,600000
4,2,1120,5427,1,0,3,6,1120,0,219900
3,2,3020,360241,2,0,3,8,3020,0,617000
3,2,1820,8446,2,0,3,8,1820,0,469000
3,1,1370,56628,1,0,3,7,1370,0,229000
4,3,3130,2646,2.5,0,5,9,2290,840,1265000
3,2,1640,8301,1,0,3,7,1290,350,365000
4,3,2650,9301,2,0,3,9,2650,0,429000
4,3,2850,6809,2,0,3,9,2850,0,550000
3,3,1820,16300,1,0,4,7,1220,600,453000
3,2,1180,7000,1,0,4,7,1180,0,187500
6,3,1880,14350,1,0,5,7,1640,240,520500
3,2,1280,12776,1,0,4,7,1280,0,300000
4,3,3120,5000,2,0,3,9,2370,750,799000
3,3,2470,4948,2,0,3,8,2470,0,338000
3,1,1700,4400,1.5,0,4,8,1700,0,800000
2,2,1180,3200,1,0,4,6,590,590,360000
6,3,2800,10490,1,0,3,7,1400,1400,442500
4,1,1300,1651359,1,0,4,6,1300,0,700000
5,3,3040,9601,1,0,5,9,1970,1070,830000
3,3,1630,11592,2,0,3,8,1630,0,360400
3,1,1340,9339,1,0,5,7,1340,0,345000
3,2,1830,51836,1,0,4,7,1430,400,300000
3,1,1240,10800,1,0,5,7,1240,0,350000
4,2,2500,36900,1,0,3,7,1540,960,368000
3,2,1760,7482,1,0,4,8,1760,0,264000
3,2,2660,16677,1,0,3,9,2210,450,435000
3,2,2060,15837,1.5,0,3,6,2060,0,200000
5,3,2540,3832,2,0,5,8,1760,780,620000
5,4,4830,11466,2,0,3,10,3720,1110,1679000
3,2,1400,6000,1,0,4,7,700,700,337000
4,3,4280,20296,2,0,4,11,4280,0,1928000
4,3,2230,10414,1,0,5,7,1450,780,544500
1,1,680,1638,1,0,1,6,680,0,252000
4,3,2340,3784,2,0,3,8,2340,0,445000
3,2,2070,14196,2,0,3,7,2070,0,379500
4,2,1910,4225,1,0,4,6,910,1000,189950
3,1,950,4250,1.5,0,5,6,950,0,469000
5,3,2910,53898,1,0,5,7,1510,1400,600000
3,3,2930,33981,2,0,3,9,2930,0,785000
4,3,2610,8967,2,0,4,8,2610,0,372000
5,3,3880,7180,2,0,3,7,3880,0,445000
4,2,3320,53392,2,0,4,8,2000,1320,508000
5,2,1940,4800,2,0,3,8,1940,0,780000
4,2,2510,9800,2,0,3,9,2510,0,541100
4,3,2660,5608,2,0,3,9,2660,0,729000
3,2,1710,134489,1,0,5,7,1710,0,397000
2,1,1320,4520,1,0,3,6,1320,0,451555
2,1,960,8153,1,0,3,6,960,0,300000
3,3,1790,11542,1,0,5,7,1190,600,416000
2,1,950,3060,1,0,3,6,810,140,490000
6,4,2940,5054,2,0,3,7,2940,0,480000
2,2,930,1662,1,0,3,7,670,260,368000
3,3,4570,10615,2,0,3,12,4570,0,1038000
3,3,2370,9000,1,0,4,8,1570,800,545000
5,3,3430,15119,2,0,3,10,3430,0,850000
4,4,3540,4750,2,0,3,10,3540,0,550000
3,2,2240,9314,2,0,3,9,2240,0,600000
4,3,2710,12138,1,0,3,8,1700,1010,535000
3,3,2660,4975,2,0,3,8,2660,0,599950
5,3,2540,5022,1,0,4,8,1540,1000,531000
4,2,2210,7665,2,0,4,8,2210,0,530000
4,4,3570,8250,2,0,3,10,2860,710,597326
4,3,3450,33460,2,0,3,9,3450,0,805000
4,2,2330,8364,1,0,4,8,2330,0,390000
4,2,1690,3250,1.5,0,3,7,1550,140,487250
3,2,1030,8414,1,0,4,7,1030,0,301000
5,3,2560,5618,1.5,0,3,8,2220,340,1175000
4,3,1950,3000,2,0,3,7,1950,0,299000
4,2,4370,22863,2.5,0,4,10,3670,700,2350000
4,3,2350,3904,2.5,0,3,7,2350,0,400000
4,3,3160,7210,1,0,4,7,1880,1280,467500
4,3,2430,9103,2,0,3,8,2430,0,305000
3,1,1340,306848,1,0,3,5,1340,0,210000
3,1,1010,10168,1,0,3,6,1010,0,300000
3,2,1770,8755,1,0,3,8,1330,440,327500
3,2,1210,7136,1,0,3,7,1210,0,269000
4,3,3330,17533,1,0,3,9,1750,1580,975000
3,1,1240,5400,1,0,4,7,1060,180,355000
3,1,1250,4620,1.5,0,4,7,1150,100,712000
4,3,2960,41656,2,0,3,10,2960,0,883000
2,1,840,12252,1,0,3,6,840,0,190000
3,2,1530,8028,1,0,3,7,1200,330,443000
4,3,3750,11025,2,0,3,10,3750,0,920000
4,2,2150,8250,1,0,4,7,1240,910,285000
4,3,1560,4080,1,0,3,7,1560,0,901000
3,2,2040,5775,1,0,3,7,1410,630,552500
2,1,860,5000,1,0,3,6,860,0,256000
3,2,1720,7119,1.5,0,4,7,1720,0,341000
4,2,2090,8941,2,0,3,7,2090,0,279000
4,2,2130,10650,2,0,4,8,2130,0,686000
2,1,1300,11867,1.5,0,4,6,1300,0,225000
2,2,1220,15600,1,0,3,6,1220,0,215500
4,3,2420,4800,1.5,0,3,7,1520,900,950000
4,3,2940,156988,2,0,3,9,1870,1070,503000
3,3,2610,7567,2,0,3,9,2610,0,780000
4,2,1880,7500,1,0,5,6,980,900,212000
4,3,2330,6703,1.5,0,3,7,1710,620,580000
4,3,2200,3141,2,0,3,7,2060,140,465000
4,2,1720,7560,1,0,3,7,1720,0,206000
3,3,2250,10171,2,0,3,9,2250,0,615000
4,1,1640,6305,1.5,0,5,6,1640,0,519000
4,3,4130,11444,2,0,3,11,4130,0,1135000
5,3,2600,3839,2,0,3,7,2600,0,330000
4,2,1920,7973,1,0,3,8,1920,0,240000
3,2,2060,7000,1,0,4,9,2060,0,574000
4,4,5710,24663,2,0,3,11,5710,0,930000
4,3,2720,183823,2,0,3,8,2720,0,850000
3,2,1490,7275,1,0,3,7,1090,400,415000
3,3,2360,9005,1,0,5,7,1340,1020,480000
5,1,1940,8875,1,0,3,7,1940,0,300000
4,2,2570,9503,2,0,3,8,2570,0,439000
3,1,1160,36831,1,0,3,7,1160,0,450000
3,3,2660,206480,1,0,3,8,2660,0,589000
3,2,1260,3000,2,0,3,7,1260,0,477000
4,2,1780,6120,1,0,3,8,1310,470,587500
4,2,3180,6105,2,0,3,10,3180,0,1315000
4,3,3380,27589,2,0,3,10,3380,0,1430000
4,2,2690,15000,2,0,3,9,1890,800,700000
2,1,1180,6552,1,0,4,6,1180,0,275000
3,1,1660,11783,1,0,4,7,1160,500,367500
4,3,2260,6300,2,0,3,7,2260,0,453250
5,2,1910,5428,1,0,3,8,1390,520,607000
4,2,2430,8960,1,0,3,7,1430,1000,255000
2,2,1300,2500,1,0,4,7,770,530,501000
3,1,1060,4650,1,0,3,7,910,150,450000
3,2,2200,8000,2,0,3,8,2200,0,360000
4,2,1720,3050,1.5,0,5,7,1040,680,460000
3,2,2360,8290,1,0,4,7,1180,1180,753000
2,1,820,4234,1,0,3,6,820,0,389950
2,1,1030,4400,1,0,3,7,1030,0,469000
4,2,2030,5688,2,0,4,9,1730,300,550000
5,4,2700,11675,1.5,0,4,6,1950,750,565000
2,2,1100,7600,1,0,3,6,1100,0,189650
4,3,3620,5131,2,0,4,11,2350,1270,1525000
3,2,1340,8000,1,0,3,7,1340,0,260000
3,2,1790,12000,1,0,3,7,1040,750,243000
4,3,3830,13800,1,0,4,9,2030,1800,1100000
3,2,1580,7200,1,0,4,7,1080,500,249000
2,1,2020,7200,1,0,4,7,1700,320,720000
4,3,3330,9557,2,0,3,10,3330,0,905000
4,3,2610,3500,1.5,0,5,7,1610,1000,824500
4,3,2610,8760,1,0,4,8,1760,850,762500
3,3,1740,1280,3,0,3,8,1740,0,580000
3,2,1840,8580,1,0,3,8,1840,0,380000
3,2,1080,3200,1,0,4,7,880,200,805000
4,2,1240,4532,1.5,0,4,7,1240,0,520000
5,5,5620,5800,3,0,3,11,4700,920,1569500
2,1,1170,8925,1,0,3,6,1170,0,175000
4,2,1760,9602,2,0,3,7,1760,0,353500
4,3,2230,26989,1,0,4,8,1400,830,500000
3,2,1520,7350,1,0,4,7,1140,380,386500
2,1,1450,4750,1,0,3,7,850,600,210000
3,3,1600,6510,1,0,3,7,940,660,439500
5,3,3220,5751,2,0,3,8,3220,0,315000
4,3,1830,8601,2,0,3,7,1830,0,339000
4,2,2200,9163,1,0,4,8,1430,770,655000
2,3,2170,8678,1,0,3,8,2170,0,740000
5,3,1900,7843,2,0,5,7,1900,0,685000
5,3,2960,9877,1,0,4,7,1480,1480,550000
2,2,1710,4234,2,0,3,7,1330,380,405000
4,2,2620,17366,1,0,3,9,1430,1190,765000
3,2,2140,3600,2,0,3,8,1680,460,625000
4,3,2100,19680,1.5,0,3,6,2100,0,207000
4,3,2100,19680,1.5,0,3,6,2100,0,370000
3,3,1460,4961,1,0,4,8,1150,310,475000
2,1,990,8250,1,0,3,7,990,0,365000
